Sno,Wardno Name,Circleno Name,Zone,Assessor Address,Latitude,Longitude,Category
128,1-KAPRA,1-KAPRA,EAST ZONE,Opp. Call Public School - Ist Lifting,17.4833447,78.5649355,DUMPER BINS
129,1-KAPRA,1-KAPRA,EAST ZONE,Opp. Call Public School - IInd Lifting,17.4834127,78.5649165,DUMPER BINS
130,1-KAPRA,1-KAPRA,EAST ZONE,Opp. Call Public School - IIIrd Lifting,17.4831962,78.564832,DUMPER BINS
131,1-KAPRA,1-KAPRA,EAST ZONE,Vampuguda,17.4951067,78.5654448,DUMPER BINS
132,1-KAPRA,1-KAPRA,EAST ZONE,Yellareddyguda,17.495215,78.5654925,DUMPER BINS
133,1-KAPRA,1-KAPRA,EAST ZONE,Saket Nagar,17.4942193,78.5777992,DUMPER BINS
134,1-KAPRA,1-KAPRA,EAST ZONE,Sairam Nagar,17.500679,78.5853775,DUMPER BINS
135,1-KAPRA,1-KAPRA,EAST ZONE,Nethaji Nagar,17.48308,78.5647298,DUMPER BINS
136,1-KAPRA,1-KAPRA,EAST ZONE,Eswaripuri,17.4910282,78.5486823,DUMPER BINS
137,1-KAPRA,1-KAPRA,EAST ZONE,Officer's Colony,17.4910412,78.548795,DUMPER BINS
138,1-KAPRA,1-KAPRA,EAST ZONE,Kandiguda,17.4876082,78.5485228,DUMPER BINS
139,1-KAPRA,1-KAPRA,EAST ZONE,Jammigadda,17.4926952,78.5754843,DUMPER BINS
306,10-UPPAL,2-UPPAL,EAST ZONE,Habsiguda - Modern Bakery,17.4012002,78.5512025,DUMPER BINS
307,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Bank Colony ( Kalyanpuri),17.4025487,78.5707042,DUMPER BINS
308,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Vegetable Market,17.402544,78.5706372,DUMPER BINS
309,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Vegetable Market,17.4026763,78.5706807,DUMPER BINS
310,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Vegetable Market,17.402602,78.5707538,DUMPER BINS
311,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Vegetable Market,17.4026743,78.5705752,DUMPER BINS
312,10-UPPAL,2-UPPAL,EAST ZONE,Uppal - Vegetable Market,17.4026382,78.5704442,DUMPER BINS
389,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Zet Colony back, St. Therissa Hospital - 2nd Lift",17.4568277,78.4357098,DUMPER BINS
390,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Hylam Galli - 2nd Lift,17.4543883,78.4490097,DUMPER BINS
391,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Gokul Theater Opp.Lane - 2nd Lift,17.4540227,78.4356742,DUMPER BINS
392,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Lingaiah Nagar-2nd lift,17.4486665,78.4490457,DUMPER BINS
393,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Industrial Estate A.T.M-2nd lift,17.4574133,78.447149,DUMPER BINS
394,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Shivaji Nagar jet colony-2nd lift,17.4568897,78.435726,DUMPER BINS
395,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Red Pole Opp. ,Sanath Nagar Ps. Industrial Estate -2 -2nd lift",17.4580238,78.4470453,DUMPER BINS
396,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Fathe Nagar Bridge Down-2nd lift,17.4531933,78.4501923,DUMPER BINS
397,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,F.C.I Godown Erragadda -2nd lift,17.4569157,78.4357282,DUMPER BINS
398,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Red Pole Opp. ,Sanath Nagar P. S Industrial Estate-1 -2nd lift",17.4578733,78.4472443,DUMPER BINS
399,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Sanath Nagar Bus Stop-2nd lift,17.4543087,78.4478352,DUMPER BINS
400,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-3 -2nd lift,17.448371,78.4435057,DUMPER BINS
401,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-2 -2nd lift,17.4483255,78.4435207,DUMPER BINS
402,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-1-2nd lift,17.4484697,78.4434842,DUMPER BINS
403,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Hylam Galli - 1st Lift,17.4543753,78.4489447,DUMPER BINS
404,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Gokul Theater  Oppt. Lane - 1st Lift,17.4539908,78.4357928,DUMPER BINS
405,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Zet Colony back, St. Therissa Hospital - 1st Lift",17.4569118,78.4356767,DUMPER BINS
406,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Industrial Estate A.T.M - 1st Lift,17.4577673,78.4472355,DUMPER BINS
407,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Shivaji Nagar jet colony - 1st Lift,17.4568635,78.435677,DUMPER BINS
408,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Red Pole Opp. ,Sanath Nagar Ps. Industrial Estate - II - 1st Lift",17.4578217,78.447223,DUMPER BINS
409,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Sanath Nagar Bus Stop - 1st Lift,17.4541767,78.4479245,DUMPER BINS
410,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Fathe Nagar Bridge Down - 1st Lift,17.453144,78.450089,DUMPER BINS
411,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-3 - 1st Lift,17.4483737,78.44341,DUMPER BINS
412,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-2 - 1st Lift,17.4487757,78.4434097,DUMPER BINS
413,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Dasaram Basthi-1 - 1st Lift,17.4483513,78.443429,DUMPER BINS
414,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Red Pole Opp. ,Sanath Nagar Ps. Industrial Estate - I - 1st Lift",17.4580472,78.4472855,DUMPER BINS
415,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,F.C.I Godown Erragadda - 1st Lift,17.456877,78.4357312,DUMPER BINS
416,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Nehru Park Opp.,17.4556637,78.4437287,DUMPER BINS
417,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Ramulamma kundi,17.4557373,78.443704,DUMPER BINS
418,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Near Victory Garden Function Hall,17.4558657,78.4436627,DUMPER BINS
419,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Musapet Under Bridge, Erragadda",17.4607225,78.4319563,DUMPER BINS
420,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Allauddin koti back, Rly Track",17.4577678,78.4472483,DUMPER BINS
421,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Allauddin koti,17.4578595,78.4472983,DUMPER BINS
422,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,Hindu Public School,17.4534962,78.4404412,DUMPER BINS
423,100-SANATH NAGAR,17-KHAIRATABAD,CENTRAL ZONE,"Alwaan Company, Function Hall",17.4562455,78.4386915,DUMPER BINS
449,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Don Bosco School Rikshaw Point,17.454493,78.4267227,DUMPER BINS
450,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Fathima Nagar Community Hall,17.4493422,78.4263763,DUMPER BINS
451,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Borabanda Syndicate Bank,17.4537727,78.4204753,DUMPER BINS
452,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Fathima Nagar Community Hall,17.4494105,78.4261878,DUMPER BINS
453,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Chest Hospital,17.450384,78.4269377,DUMPER BINS
454,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Hanuman Temple,17.4499537,78.4280897,DUMPER BINS
455,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Outside AG Colony Quarters,17.449893,78.4291088,DUMPER BINS
456,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Sultan Nagar Rikshaw Point,17.4541473,78.4281967,DUMPER BINS
457,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Vikaspuri Colony Water Tank Side,17.4501612,78.4317492,DUMPER BINS
458,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,B.Shankarlal Nagar Point,17.4539242,78.4292453,DUMPER BINS
459,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Opp.Donbosco School,17.4545327,78.4252343,DUMPER BINS
460,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Near Oxford School,17.4506032,78.431851,DUMPER BINS
461,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Old Prem Nagar Transformer,17.4572268,78.4300218,DUMPER BINS
462,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Church Hospital Erragadda Opp. Rythu Bazar,17.4519382,78.4359025,DUMPER BINS
463,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,T.B. Hospital Erragadda Road,17.4484172,78.4376015,DUMPER BINS
464,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Rajiv Nagar Wines - 2nd Lift,17.4509615,78.4231748,DUMPER BINS
465,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Near Church ,Prabath Nagar - 2nd Lift",17.4538797,78.4198522,DUMPER BINS
466,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Kalyan Nagar ,Near MCH Park - 2nd Lift",17.4527168,78.4224942,DUMPER BINS
467,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Borabanda Kunta - 2nd Lift,17.4538228,78.4195873,DUMPER BINS
468,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Rythu Bazar ,Erragadda - I - 2nd Lift",17.4538842,78.4302045,DUMPER BINS
469,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Chunniki Batthi -2nd lift,17.4538297,78.4302015,DUMPER BINS
470,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Vishwakarma Nagar , Community Hall-2nd lift",17.457166,78.430159,DUMPER BINS
471,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Meter Factory - 2nd lift,17.4583428,78.4304423,DUMPER BINS
472,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Rythu Bazar ,Erragadda - 2nd Lift",17.4538198,78.4301383,DUMPER BINS
473,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Rythu Bazar Erra Gadda-2nd lift,17.4538075,78.4301682,DUMPER BINS
474,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Kalyan Nagar ,Near MCH Park - 1st Lift",17.4524458,78.4223852,DUMPER BINS
475,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Rajiv Nagar Wines - 1st Lift,17.4507937,78.4231342,DUMPER BINS
476,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Near Church Prabath Nagar - 1st Lift,17.4538232,78.4199863,DUMPER BINS
477,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Borabanda Kunta - 1st Lift,17.4538968,78.4195857,DUMPER BINS
478,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Chunni  Ki Batti - 1st Lift,17.45389,78.4301647,DUMPER BINS
479,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Vishwakarma Nagar , Community Hall - 1st Lift",17.4572125,78.4300447,DUMPER BINS
480,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,Meter Factory - 1st Lift,17.4571433,78.4287508,DUMPER BINS
481,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Rythu Bazar ,Erragadda - 1st Lift",17.4538135,78.4302068,DUMPER BINS
482,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Rythu Bazar ,Erragadda - I - 1st Lift",17.4538497,78.4301328,DUMPER BINS
483,101-ERRAGADDA,19-YOUSUFGUDA,CENTRAL ZONE,"Rythu Bazar,Erragadda - 1st Lift",17.4538665,78.4301198,DUMPER BINS
501,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Arogya Nagar - 2nd Lift,17.4466665,78.4119448,DUMPER BINS
502,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Vinayak Nagar - 2nd Lift,17.4470985,78.4133115,DUMPER BINS
503,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Habib Fathima Nagar - 2nd Lift,17.4480075,78.4164515,DUMPER BINS
504,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Sriram Nagar Huts - I - 2nd Lift,17.4460122,78.4235237,DUMPER BINS
505,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Sriram Nagar Huts - 2nd Lift,17.4460743,78.4234517,DUMPER BINS
506,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Karmika Nagar Huts - I - 2nd Lift,17.4444552,78.423319,DUMPER BINS
507,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Karmika Nagar Huts - 2nd Lift,17.4444795,78.4233198,DUMPER BINS
508,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Vinayaka Nagar - 1st Lift,17.4472313,78.4130387,DUMPER BINS
509,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Habib Fathima Nagar - 1st Lift,17.4479165,78.4164663,DUMPER BINS
510,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Sriram Nagar Huts - I - 1st Lift,17.4459527,78.4235137,DUMPER BINS
511,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Sriram Nagar Huts - 1st Lift,17.4459143,78.4234945,DUMPER BINS
512,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Karmika Nagar Huts - I - 1st Lift,17.4444432,78.4233515,DUMPER BINS
513,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Karmika Nagar Huts - 1st Lift,17.444502,78.4231843,DUMPER BINS
514,102-RAHAMATH NAGAR,19-YOUSUFGUDA,CENTRAL ZONE,Indira Nagar,17.449615,78.4152418,DUMPER BINS
536,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Peeli Darga - 2nd Lift,17.4521482,78.4092647,DUMPER BINS
537,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,MCH Play Ground Peddamma Nagar - 2nd Lift,17.448145,78.4104618,DUMPER BINS
538,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,"Septik Tank, NRR Puram - 2nd Lift",17.4506213,78.4055845,DUMPER BINS
539,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Borabanda Panka - 3rd Lift,17.4536912,78.4155197,DUMPER BINS
540,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Govt Hostel - 2nd Lift,17.447552,78.4117772,DUMPER BINS
541,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Rajiv Gandhi Nagar - 2nd Lift,17.447271,78.4109835,DUMPER BINS
542,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,"MCH Play Ground,Peddamma Nagar - 1st Lift",17.4480738,78.4105195,DUMPER BINS
543,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Boranada Panka - 2nd lift - 1st Lift,17.4537213,78.415482,DUMPER BINS
544,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,"Septik Tank, NRR Puram - 1st Lift",17.4506055,78.405555,DUMPER BINS
545,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Rajiv Gandhi Nagar - 1st Lift,17.4473128,78.4110348,DUMPER BINS
546,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,"Bala Jyothi School,NRR Puram",17.4477503,78.406384,DUMPER BINS
547,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,"Jyothi School,Peddamma Nagar",17.4476698,78.4063968,DUMPER BINS
548,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Peeli Darga - 1st Lift,17.4520137,78.4091317,DUMPER BINS
549,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Borabanda Panka - 1st Lift,17.4536345,78.4152892,DUMPER BINS
550,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Arogya Nagar - 1st Lift,17.446626,78.4117663,DUMPER BINS
551,103-BORABANDA,19-YOUSUFGUDA,CENTRAL ZONE,Govt.Hostel - 1st Lift,17.4474597,78.4115483,DUMPER BINS
601,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,AP 8th Bettalian Camp-I,17.463626,78.3594455,DUMPER BINS
602,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Cherac Public School,17.463935,78.3514942,DUMPER BINS
603,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,"Area Hospital, Kondapur",17.463367,78.35312,DUMPER BINS
604,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Community Hall & Siddiqnagar,17.4503493,78.367676,DUMPER BINS
605,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Siddiqnagar,17.4512315,78.3684083,DUMPER BINS
606,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Anjaiahnagar,17.4511868,78.3684578,DUMPER BINS
607,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Durgamcheruvu,17.4373618,78.3930727,DUMPER BINS
608,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Madhapur,17.4447397,78.3831125,DUMPER BINS
609,104-KONDAPUR,20-SERILINGAMPALLY,WEST ZONE,Kondapur,17.4663432,78.364451,DUMPER BINS
690,105-GACHIBOWLI,20-SERILINGAMPALLY,WEST ZONE,Telecomnagar,17.4304732,78.362546,DUMPER BINS
691,105-GACHIBOWLI,20-SERILINGAMPALLY,WEST ZONE,Durga,17.4134927,78.3923052,DUMPER BINS
752,106-SERILINGAMPALLY,20-SERILINGAMPALLY,WEST ZONE,Gopinagar,17.482887,78.3238775,DUMPER BINS
753,106-SERILINGAMPALLY,20-SERILINGAMPALLY,WEST ZONE,Masidbanda,17.4662415,78.3449222,DUMPER BINS
754,106-SERILINGAMPALLY,20-SERILINGAMPALLY,WEST ZONE,"Kendriya Vihar, Gachibowli",17.4437957,78.3584633,DUMPER BINS
755,106-SERILINGAMPALLY,20-SERILINGAMPALLY,WEST ZONE,Lingampally Market,17.4913677,78.3150498,DUMPER BINS
807,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,IX PHASE GOKUL PLATS,17.4886953,78.3824497,DUMPER BINS
808,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,IX PHASE GOKUL PLATS,17.4887317,78.3823733,DUMPER BINS
809,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Aditya nagar near Railway Track,17.4821758,78.3618658,DUMPER BINS
810,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Subhash chandrabose nagar,17.4769552,78.3656303,DUMPER BINS
811,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Izzath nagar weaker section,17.465611,78.3792668,DUMPER BINS
812,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Chandranaik Tanda,17.4540512,78.3881462,DUMPER BINS
813,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Gokul Plots (Every 3 days),17.4810093,78.379578,DUMPER BINS
814,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,"Mega Hills, Borabanda 100'feet Road",17.445766,78.394397,DUMPER BINS
815,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,"Mega Hills, Borabanda 100'feet Road",17.4456838,78.3943287,DUMPER BINS
816,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,"Mega Hills, Borabanda 100'feet Road",17.4456817,78.3943733,DUMPER BINS
817,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Kondapur Junction,17.4656097,78.3793025,DUMPER BINS
818,107-MADHAPUR,21-CHANDA NAGAR,WEST ZONE,Hafeezpet Railway Station,17.4833593,78.3638635,DUMPER BINS
894,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Allwyn Junction, Miyapur",17.4942282,78.3498948,DUMPER BINS
895,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Allwyn Junction, Miyapur",17.4944192,78.3498593,DUMPER BINS
896,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Allwyn Junction, Miyapur",17.494289,78.349847,DUMPER BINS
897,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Miyapur Market opp,Kalyan Gardan",17.49698,78.3650352,DUMPER BINS
898,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Miyapur Market opp,Kalyan Gardan",17.4970105,78.3650632,DUMPER BINS
899,108-MIYAPUR,21-CHANDA NAGAR,WEST ZONE,"Miyapur Market opp,Kalyan Gardan",17.4969772,78.365196,DUMPER BINS
971,109-HAFEEZPET,21-CHANDA NAGAR,WEST ZONE,Prajay city,17.4907107,78.3542468,DUMPER BINS
972,109-HAFEEZPET,21-CHANDA NAGAR,WEST ZONE,"Huda colony Park Place, Chandangar",17.4886858,78.3281053,DUMPER BINS
973,109-HAFEEZPET,21-CHANDA NAGAR,WEST ZONE,"Huda colony Park Place, Chandangar",17.488685,78.3282325,DUMPER BINS
974,109-HAFEEZPET,21-CHANDA NAGAR,WEST ZONE,"Huda colony Park Place, Chandangar",17.488633,78.3281643,DUMPER BINS
1010,11-NAGOLE,3-HAYATNAGAR,EAST ZONE,GSI,17.3619082,78.5689322,DUMPER BINS
1011,11-NAGOLE,3-HAYATNAGAR,EAST ZONE,Mamatha Nagar,17.3682575,78.5625278,DUMPER BINS
1012,11-NAGOLE,3-HAYATNAGAR,EAST ZONE,Sai Nagar,17.3681848,78.5625173,DUMPER BINS
1082,110-CHANDANAGAR,21-CHANDA NAGAR,WEST ZONE,Hafeezpet Tank,17.5013417,78.3174113,DUMPER BINS
1265,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,RAITHU BAZER IN,17.4925017,78.3943302,DUMPER BINS
1266,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,SAI NAGAR COMAN,17.4945107,78.3899615,DUMPER BINS
1267,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,D.R COLONY PHASE II,17.4885662,78.3824152,DUMPER BINS
1268,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,D.R COLONY PHASE II HYDERNAGAR,17.4864007,78.38511,DUMPER BINS
1269,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,RAITHU BAZER IN,17.492494,78.394396,DUMPER BINS
1270,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,E-SEVA JNTU ROAD,17.4904243,78.3923712,DUMPER BINS
1271,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,Chinna Raithubazar,17.4889247,78.3927262,DUMPER BINS
1272,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,JNTU,17.4929383,78.3924757,DUMPER BINS
1273,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,SRILA PAIDY PARK,17.4862532,78.385058,DUMPER BINS
1274,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,FISH MARKET,17.4925485,78.3933113,DUMPER BINS
1275,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,IX PHASE GROUND,17.486428,78.385127,DUMPER BINS
1276,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,CHAITANYA COLLEGE,17.4924912,78.3932897,DUMPER BINS
1277,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,SRILA PAIDY PARK,17.4864262,78.3850282,DUMPER BINS
1278,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,VI PHASE PARK,17.4886138,78.3887152,DUMPER BINS
1279,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,VI PHASE GROUND,17.4864955,78.385427,DUMPER BINS
1280,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,Chinna Raithubazar,17.4890368,78.3924652,DUMPER BINS
1281,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,INDHU PRAJECT,17.4743582,78.3830415,DUMPER BINS
1282,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,IV PHASE RAILWAY STATION,17.4709368,78.391105,DUMPER BINS
1283,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,VII PHASE ZYKER RESTAURANT,17.4743013,78.3831093,DUMPER BINS
1284,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,INDHU PRAJECT,17.474286,78.3831348,DUMPER BINS
1285,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,IV PHASE AYYAPPA TEMPULE,17.4708258,78.3911575,DUMPER BINS
1286,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,V PHASE CHERCH,17.4820585,78.3940905,DUMPER BINS
1287,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,ROAD NO 5 RAMALAYAM,17.4846315,78.3902963,DUMPER BINS
1288,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,IV PHASE RAILWAY STATION,17.473117,78.3846377,DUMPER BINS
1289,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,V PHASE CHERCH,17.4821862,78.3941377,DUMPER BINS
1290,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,CHINNA RAITHU BAZAR,17.4890713,78.3922627,DUMPER BINS
1291,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,RAITHU BAZAR FRIUTE MARKET,17.492996,78.39346,DUMPER BINS
1292,114-K.P.H.B.COLONY,23-MOOSAPET,WEST ZONE,SULABHA COMPLEX JNTU OPP,17.4959673,78.395898,DUMPER BINS
1346,115-BALAJI NAGAR,23-MOOSAPET,WEST ZONE,Y- JUNCTION,17.474888,78.4239362,DUMPER BINS
1347,115-BALAJI NAGAR,23-MOOSAPET,WEST ZONE,Sagar Hotel,17.4783415,78.418833,DUMPER BINS
1348,115-BALAJI NAGAR,23-MOOSAPET,WEST ZONE,BALAJI NAGAR PARK (GRAVE YARD),17.4856297,78.4074513,DUMPER BINS
1349,115-BALAJI NAGAR,23-MOOSAPET,WEST ZONE,VENKAESHWARA TEMPLE (NEW BALAJINAGAR),17.4804233,78.410901,DUMPER BINS
